,Metabolite,Formula,Polarity (z),mz,ppm,RT,RT_range,Detection,np OLFR2 A,np OLFR2 B,np OLFR2 C,np GPI1 A,np GPI1 B,NP GPI1 C,p OLFR2 A,p OLFR2 B,p GPI1 A,p GPI1 B,np_vs_p_ttest_pval,np_vs_p_Log2FoldChange,np_vs_p_impact_score,p_vs_np_ttest_pval,p_vs_np_Log2FoldChange,p_vs_np_impact_score
628,NADH-13C-2,C21H29N7O14P2-13C-2,-,666.1242,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
629,NADH-13C-3,C21H29N7O14P2-13C-3,-,667.1276,-4.1,10.98,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
630,NADH-13C-4,C21H29N7O14P2-13C-4,-,668.1309,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
631,NADH-13C-5,C21H29N7O14P2-13C-5,-,669.1343,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
632,NADH-13C-6,C21H29N7O14P2-13C-6,-,670.1376,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
633,NADH-13C-7,C21H29N7O14P2-13C-7,-,671.141,-8.9,11.13,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
634,NADH-13C-8,C21H29N7O14P2-13C-8,-,672.1443,-9.3,11.06,0.12,2,-,-,-,-,24969,-,-,17805,-,-,0.8797164900582946,0.0641701378280203,0.0,0.8797164900582946,-0.06417013782802015,0.0
635,NADH-13C-9,C21H29N7O14P2-13C-9,-,673.1477,-9.8,11.22,0.0,1,18655,-,-,-,-,-,-,-,-,-,0.4468133341149085,0.19440229193857467,0.0,0.4468133341149085,-0.19440229193857464,0.0
636,NADH-13C-10,C21H29N7O14P2-13C-10,-,674.151,-8.5,11.02,0.31,1,-,-,-,-,-,-,-,-,-,51788,0.24150397191306,-1.031889185337333,0.0,0.24150397191306,1.0318891853373335,0.0
637,NADH-13C-11,C21H29N7O14P2-13C-11,-,675.1544,-8.4,11.14,0.07,1,-,-,-,-,-,-,14111,-,-,-,0.24150397191306,-0.14113846681615996,0.0,0.24150397191306,0.14113846681616002,0.0
638,NADH-13C-12,C21H29N7O14P2-13C-12,-,676.1578,-9.4,11.13,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
639,NADH-13C-13,C21H29N7O14P2-13C-13,-,677.1611,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
640,NADH-13C-14,C21H29N7O14P2-13C-14,-,678.1645,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
641,NADH-13C-15,C21H29N7O14P2-13C-15,-,679.1678,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
642,NADH-13C-16,C21H29N7O14P2-13C-16,-,680.1712,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
643,NADH-13C-17,C21H29N7O14P2-13C-17,-,681.1745,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
644,NADH-13C-18,C21H29N7O14P2-13C-18,-,682.1779,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
645,NADH-13C-19,C21H29N7O14P2-13C-19,-,683.1812,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
646,NADH-13C-20,C21H29N7O14P2-13C-20,-,684.1846,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
647,NADH-13C-21,C21H29N7O14P2-13C-21,-,685.1879,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
648,NADPH-13C-0,C21H30N7O17P3-13C-0,-,744.0838,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
649,NADPH-13C-1,C21H30N7O17P3-13C-1,-,745.0872,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
650,NADPH-13C-2,C21H30N7O17P3-13C-2,-,746.0905,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
651,NADPH-13C-3,C21H30N7O17P3-13C-3,-,747.0939,9.8,14.86,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
652,NADPH-13C-4,C21H30N7O17P3-13C-4,-,748.0972,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
653,NADPH-13C-5,C21H30N7O17P3-13C-5,-,749.1006,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
654,NADPH-13C-6,C21H30N7O17P3-13C-6,-,750.104,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
655,NADPH-13C-7,C21H30N7O17P3-13C-7,-,751.1073,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
656,NADPH-13C-8,C21H30N7O17P3-13C-8,-,752.1107,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
657,NADPH-13C-9,C21H30N7O17P3-13C-9,-,753.114,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
658,NADPH-13C-10,C21H30N7O17P3-13C-10,-,754.1174,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
659,NADPH-13C-11,C21H30N7O17P3-13C-11,-,755.1207,2.1,14.66,0.18,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
660,NADPH-13C-12,C21H30N7O17P3-13C-12,-,756.1241,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
661,NADPH-13C-13,C21H30N7O17P3-13C-13,-,757.1274,2.9,14.66,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
662,NADPH-13C-14,C21H30N7O17P3-13C-14,-,758.1308,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
663,NADPH-13C-15,C21H30N7O17P3-13C-15,-,759.1341,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
664,NADPH-13C-16,C21H30N7O17P3-13C-16,-,760.1375,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
665,NADPH-13C-17,C21H30N7O17P3-13C-17,-,761.1409,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
666,NADPH-13C-18,C21H30N7O17P3-13C-18,-,762.1442,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
667,NADPH-13C-19,C21H30N7O17P3-13C-19,-,763.1476,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
668,NADPH-13C-20,C21H30N7O17P3-13C-20,-,764.1509,-8.8,14.84,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
669,NADPH-13C-21,C21H30N7O17P3-13C-21,-,765.1543,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
670,Acetyl-CoA-13C-0,C23H38N7O17P3S-13C-0,+,810.1331,-5.6,9.51,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
671,Acetyl-CoA-13C-1,C23H38N7O17P3S-13C-1,+,811.1364,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
672,Acetyl-CoA-13C-2,C23H38N7O17P3S-13C-2,+,812.1398,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
673,Acetyl-CoA-13C-3,C23H38N7O17P3S-13C-3,+,813.1431,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
674,Acetyl-CoA-13C-4,C23H38N7O17P3S-13C-4,+,814.1465,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
675,Acetyl-CoA-13C-5,C23H38N7O17P3S-13C-5,+,815.1498,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
676,Acetyl-CoA-13C-6,C23H38N7O17P3S-13C-6,+,816.1532,-0.7,9.48,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
677,Acetyl-CoA-13C-7,C23H38N7O17P3S-13C-7,+,817.1565,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
678,Acetyl-CoA-13C-8,C23H38N7O17P3S-13C-8,+,818.1599,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
679,Acetyl-CoA-13C-9,C23H38N7O17P3S-13C-9,+,819.1632,3.6,9.45,0.09,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
680,Acetyl-CoA-13C-10,C23H38N7O17P3S-13C-10,+,820.1666,0.6,9.15,0.47,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
681,Acetyl-CoA-13C-11,C23H38N7O17P3S-13C-11,+,821.17,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
682,Acetyl-CoA-13C-12,C23H38N7O17P3S-13C-12,+,822.1733,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
683,Acetyl-CoA-13C-13,C23H38N7O17P3S-13C-13,+,823.1767,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
684,Acetyl-CoA-13C-14,C23H38N7O17P3S-13C-14,+,824.18,7.7,9.37,0.0,1,-,-,-,-,-,-,-,18501,-,-,0.24150397191306,-0.27801449328260963,0.0,0.24150397191306,0.2780144932826097,0.0
685,Acetyl-CoA-13C-15,C23H38N7O17P3S-13C-15,+,825.1834,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
686,Acetyl-CoA-13C-16,C23H38N7O17P3S-13C-16,+,826.1867,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
687,Acetyl-CoA-13C-17,C23H38N7O17P3S-13C-17,+,827.1901,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
688,Acetyl-CoA-13C-18,C23H38N7O17P3S-13C-18,+,828.1934,8.4,9.59,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
689,Acetyl-CoA-13C-19,C23H38N7O17P3S-13C-19,+,829.1968,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
690,Acetyl-CoA-13C-20,C23H38N7O17P3S-13C-20,+,830.2001,-4.2,9.43,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
691,Acetyl-CoA-13C-21,C23H38N7O17P3S-13C-21,+,831.2035,-1.4,9.51,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
692,Acetyl-CoA-13C-22,C23H38N7O17P3S-13C-22,+,832.2069,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
693,Acetyl-CoA-13C-23,C23H38N7O17P3S-13C-23,+,833.2102,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
694,FAD-13C-0,C27H33N9O15P2-13C-0,+,786.1644,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
695,FAD-13C-1,C27H33N9O15P2-13C-1,+,787.1678,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
696,FAD-13C-2,C27H33N9O15P2-13C-2,+,788.1711,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
697,FAD-13C-3,C27H33N9O15P2-13C-3,+,789.1745,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
698,FAD-13C-4,C27H33N9O15P2-13C-4,+,790.1778,1.2,9.51,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
699,FAD-13C-5,C27H33N9O15P2-13C-5,+,791.1812,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
700,FAD-13C-6,C27H33N9O15P2-13C-6,+,792.1845,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
701,FAD-13C-7,C27H33N9O15P2-13C-7,+,793.1879,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
702,FAD-13C-8,C27H33N9O15P2-13C-8,+,794.1913,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
703,FAD-13C-9,C27H33N9O15P2-13C-9,+,795.1946,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
704,FAD-13C-10,C27H33N9O15P2-13C-10,+,796.198,3.7,9.54,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
705,FAD-13C-11,C27H33N9O15P2-13C-11,+,797.2013,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
706,FAD-13C-12,C27H33N9O15P2-13C-12,+,798.2047,8.1,9.51,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
707,FAD-13C-13,C27H33N9O15P2-13C-13,+,799.208,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
708,FAD-13C-14,C27H33N9O15P2-13C-14,+,800.2114,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
709,FAD-13C-15,C27H33N9O15P2-13C-15,+,801.2147,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
710,FAD-13C-16,C27H33N9O15P2-13C-16,+,802.2181,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
711,FAD-13C-17,C27H33N9O15P2-13C-17,+,803.2214,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
712,FAD-13C-18,C27H33N9O15P2-13C-18,+,804.2248,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
713,FAD-13C-19,C27H33N9O15P2-13C-19,+,805.2282,2.2,9.21,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
714,FAD-13C-20,C27H33N9O15P2-13C-20,+,806.2315,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
715,FAD-13C-21,C27H33N9O15P2-13C-21,+,807.2349,-5.5,9.29,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
716,FAD-13C-22,C27H33N9O15P2-13C-22,+,808.2382,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
717,FAD-13C-23,C27H33N9O15P2-13C-23,+,809.2416,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
718,FAD-13C-24,C27H33N9O15P2-13C-24,+,810.2449,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
719,FAD-13C-25,C27H33N9O15P2-13C-25,+,811.2483,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
720,FAD-13C-26,C27H33N9O15P2-13C-26,+,812.2516,0.2,9.43,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
721,FAD-13C-27,C27H33N9O15P2-13C-27,+,813.255,-3.9,9.31,0.0,1,-,-,-,-,-,-,20877,-,-,-,0.24150397191306,-0.3470136035482799,0.0,0.24150397191306,0.3470136035482798,0.0
722,Glycine-13C-0,C2H5NO2-13C-0,+,76.0393,5.2,11.99,0.08,10,3222267,3322849,3171840,3001378,3096033,2872903,4041926,3690736,3949337,4046464,5.469358851005802e-05,-0.3362843739097307,81330.0,5.469358851005802e-05,0.33628437390973065,81330.0
723,Glycine-13C-1,C2H5NO2-13C-1,+,77.0427,5.7,11.98,0.07,10,65203,55255,46326,61115,50727,57010,107726,82898,78238,78878,0.0014743756850612085,-0.6360740621515255,75.0,0.0014743756850612085,0.6360740621515255,75.0
724,Glycine-13C-2,C2H5NO2-13C-2,+,78.046,4.9,11.99,0.08,10,1041482,1103607,1176215,1358204,1358378,1375545,2583761,2490356,2653565,2603208,1.5380730192170724e-07,-1.063713753649932,25946107.0,1.5380730192170724e-07,1.063713753649932,25946107.0
725,Hypotaurine-13C-0,C2H7NO2S-13C-0,-,108.0125,-9.9,11.26,0.12,7,22737,19610,15964,-,26289,21467,-,-,13774,26792,0.35603065201465744,0.3534153060389067,0.0,0.35603065201465744,-0.3534153060389067,0.0
726,Hypotaurine-13C-1,C2H7NO2S-13C-1,-,109.0158,2.5,11.17,0.4,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
727,Hypotaurine-13C-2,C2H7NO2S-13C-2,-,110.0192,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
728,Taurine-13C-0,C2H7NO3S-13C-0,-,124.0074,-10.4,11.59,0.07,10,799203,161537,240593,285877,165296,390392,735481,373847,369806,934178,0.1498212325410032,-0.8253597707010737,6.0,0.1498212325410032,0.8253597707010736,6.0
729,Taurine-13C-1,C2H7NO3S-13C-1,-,125.0107,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
730,Taurine-13C-2,C2H7NO3S-13C-2,-,126.0141,6.4,11.84,0.44,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
731,O-Phosphoethanolamine-13C-0,C2H8NO4P-13C-0,+,142.0264,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
732,O-Phosphoethanolamine-13C-1,C2H8NO4P-13C-1,+,143.0297,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
733,O-Phosphoethanolamine-13C-2,C2H8NO4P-13C-2,+,144.0331,9.2,13.34,0.22,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
734,Pyruvic acid-13C-0,C3H4O3-13C-0,-,87.0088,-13.4,5.97,0.41,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
735,Pyruvic acid-13C-1,C3H4O3-13C-1,-,88.0121,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
736,Pyruvic acid-13C-2,C3H4O3-13C-2,-,89.0155,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
737,Pyruvic acid-13C-3,C3H4O3-13C-3,-,90.0188,-17.0,5.97,0.28,7,119908,159954,116833,-,-,-,510408,494411,150400,193248,0.01326230461473951,-2.1439740120226936,69.0,0.01326230461473951,2.1439740120226936,69.0
738,Phosphoenolpyruvic acid-13C-0,C3H5O6P-13C-0,-,166.9751,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
739,Phosphoenolpyruvic acid-13C-1,C3H5O6P-13C-1,-,167.9785,1.5,14.96,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
740,Phosphoenolpyruvic acid-13C-2,C3H5O6P-13C-2,-,168.9818,-7.1,14.86,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
741,Phosphoenolpyruvic acid-13C-3,C3H5O6P-13C-3,-,169.9852,-3.9,14.88,0.37,1,-,-,-,-,-,-,-,19813,-,-,0.24150397191306,-0.2651656001806777,0.0,0.24150397191306,0.26516560018067786,0.0
742,L-Lactic acid-13C-0,C3H6O3-13C-0,-,89.0244,-15.9,7.15,0.07,6,4500722,4321260,-,-,-,-,7828157,5315921,4939408,4227293,0.06371205196738572,-0.3969468665247011,101.0,0.06371205196738572,0.3969468665247012,101.0
743,L-Lactic acid-13C-1,C3H6O3-13C-1,-,90.0278,-17.5,7.15,0.07,8,99680,57820,-,47726,-,52906,232179,133696,106770,86635,0.016490348723208422,-1.3832344326933173,15.0,0.016490348723208422,1.3832344326933173,15.0
744,L-Lactic acid-13C-2,C3H6O3-13C-2,-,91.0311,-15.7,7.09,0.07,5,189172,326703,292806,-,-,-,474381,716212,-,-,0.3345935726632907,-1.1144823369865577,1.0,0.3345935726632907,1.1144823369865582,1.0
745,L-Lactic acid-13C-3,C3H6O3-13C-3,-,92.0345,-16.1,7.15,0.07,10,43891136,43906052,42287132,5750076,8306760,7829050,81605528,66256860,14637888,17874904,0.2726747962123167,-0.8321748263931985,230.0,0.2726747962123167,0.8321748263931983,230.0
746,Guanidoacetic acid-13C-0,C3H7N3O2-13C-0,+,118.0611,-0.9,12.04,0.12,10,4314464,4211652,4346680,3585641,3322770,3635761,11872612,10446403,15046120,16160164,2.213823104461408e-05,-1.7776291608908608,1338428.0,2.213823104461408e-05,1.7776291608908608,1338428.0
747,Guanidoacetic acid-13C-1,C3H7N3O2-13C-1,+,119.0645,-0.5,12.04,0.05,10,70359,70126,49883,63607,46059,44085,329647,312639,451776,491767,1.224566806097304e-05,-2.7892202587210098,128086.0,1.224566806097304e-05,2.7892202587210093,128086.0
748,Guanidoacetic acid-13C-2,C3H7N3O2-13C-2,+,120.0678,-0.9,12.04,0.05,10,1555760,1586612,1653933,1574816,1358979,1517568,8507193,7530420,7716808,8525537,1.352487815085606e-09,-2.388439692454342,18604127112.0,1.352487815085606e-09,2.388439692454342,18604127112.0
749,Guanidoacetic acid-13C-3,C3H7N3O2-13C-3,+,121.0712,-1.4,12.04,0.05,4,-,-,-,-,-,-,32834,22489,33445,31041,8.890956824637645e-06,-1.5826643817091357,6730.0,8.890956824637645e-06,1.5826643817091361,6730.0
750,L-Cysteine-13C-0,C3H7NO2S-13C-0,+,122.027,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
751,L-Cysteine-13C-1,C3H7NO2S-13C-1,+,123.0304,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
752,L-Cysteine-13C-2,C3H7NO2S-13C-2,+,124.0337,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
753,L-Cysteine-13C-3,C3H7NO2S-13C-3,+,125.0371,5.7,16.45,0.47,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
754,L-Serine-13C-0,C3H7NO3-13C-0,+,106.0499,0.3,12.07,0.1,10,5130661,5322687,3948510,3823868,3535235,3156401,7074398,6018915,4250490,5836038,0.03384740827960829,-0.4806818326776491,205.0,0.03384740827960829,0.4806818326776493,205.0
755,L-Serine-13C-1,C3H7NO3-13C-1,+,107.0532,0.7,12.07,0.05,10,264982,457884,424431,297625,288512,375966,1569821,1388078,715431,979174,0.0009040483459554467,-1.7261371958087823,2772.0,0.0009040483459554467,1.7261371958087823,2772.0
756,L-Serine-13C-2,C3H7NO3-13C-2,+,108.0566,0.2,12.07,0.24,8,-,131026,131706,104873,-,137160,746950,745823,310333,398646,0.0013891266331561762,-2.2684343123255526,1153.0,0.0013891266331561762,2.2684343123255526,1153.0
757,L-Serine-13C-3,C3H7NO3-13C-3,+,109.0599,0.6,12.07,0.07,10,875162,1319583,1239710,1094852,1189702,1203545,5026178,4450638,2536612,3046408,0.0005228014096908403,-1.7062922524020685,15351.0,0.0005228014096908403,1.7062922524020685,15351.0
758,3-Phosphoglyceric acid-13C-0,C3H7O7P-13C-0,-,184.9857,-2.0,14.1,0.43,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
759,3-Phosphoglyceric acid-13C-1,C3H7O7P-13C-1,-,185.989,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
760,3-Phosphoglyceric acid-13C-2,C3H7O7P-13C-2,-,186.9924,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
761,3-Phosphoglyceric acid-13C-3,C3H7O7P-13C-3,-,187.9957,-6.5,14.34,0.15,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
762,Phosphoserine-13C-0,C3H8NO6P-13C-0,+,186.0162,-4.8,11.81,0.23,10,72789,86814,61713,69394,76541,71906,77849,63548,77832,50860,0.4191534595510712,0.11633941529496285,0.0,0.4191534595510712,-0.116339415294963,0.0
763,Phosphoserine-13C-1,C3H8NO6P-13C-1,+,187.0196,-1.4,11.81,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
764,Phosphoserine-13C-2,C3H8NO6P-13C-2,+,188.0229,-1.6,11.81,0.06,5,12752,35256,-,-,13885,-,-,-,11269,14582,0.4740498949409481,0.4180392678697122,0.0,0.4740498949409481,-0.418039267869712,0.0
765,Phosphoserine-13C-3,C3H8NO6P-13C-3,+,189.0263,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
766,"2,3-Diphosphoglyceric acid-13C-0",C3H8O10P2-13C-0,-,264.952,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
